file_name,cwe
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/ModuleServletTemplate.java#L157,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SessionManagement6SecretQuestion.java#L229,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection1.java#L91,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection3.java#L94,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection4.java#L97,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection5CouponCheck.java#L81,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection5VipCheck.java#L81,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection6.java#L90,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjection7.java#L84,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjectionEmail.java#L91,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjectionEscaping.java#L88,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/SqlInjectionStoredProcedure.java#L82,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/UrlAccess3UserList.java#L95,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/lesson/SqlInjectionLesson.java#L136,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/ModuleServletTemplate.java#L157,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/lesson/SqlInjectionLesson.java#L136,[89]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/utils/XmlDocumentBuilder.java#L81,[611]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/utils/XmlDocumentBuilder.java#L39,"[611,766]"
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/utils/XmlDocumentBuilder.java#L39,"[611,766]"
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/ChangeUsername.java#L70,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Login.java#L88,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Login.java#L95,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/MobileLogin.java#L66,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/MobileLogin.java#L82,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/MobileLogin.java#L88,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Register.java#L86,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Register.java#L92,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Register.java#L94,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Register.java#L156,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/Setup.java#L202,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/config/ChangeCoreDatabase.java#L72,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/config/ChangeCoreDatabase.java#L75,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/config/EnableScoreboard.java#L71,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/config/EnableScoreboard.java#L132,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/config/EnableScoreboard.java#L147,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/EnableModuleBlock.java#L72,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/EnableModuleBlock.java#L83,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/GetFeedback.java#L65,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/GetJsonProgress.java#L68,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/GetProgress.java#L65,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/OpenAllModules.java#L49,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/OpenOrCloseByCategory.java#L60,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/OpenOrCloseByCategory.java#L64,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/OpenWebModules.java#L53,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/SetModuleStatus.java#L50,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/moduleManagement/SetModuleStatus.java#L62,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AddPlayer.java#L85,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AddPlayer.java#L87,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AddPlayer.java#L93,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AddPlayer.java#L96,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AddPlayer.java#L124,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AssignPlayers.java#L78,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AssignPlayers.java#L81,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/AssignPlayers.java#L102,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/ChangeUserPassword.java#L69,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/ChangeUserPassword.java#L71,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/CreateClass.java#L79,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/CreateClass.java#L81,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/CreateNewAdmin.java#L83,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/CreateNewAdmin.java#L89,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/CreateNewAdmin.java#L92,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/DeletePlayers.java#L75,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/DeletePlayers.java#L80,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/DowngradeAdmin.java#L74,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GetPlayersByClass.java#L77,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GetPlayersByClass.java#L136,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GetPlayersByClass.java#L141,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GiveTakePoints.java#L67,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GiveTakePoints.java#L69,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/GiveTakePoints.java#L79,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/SetDefaultClass.java#L78,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/SetDefaultClass.java#L97,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/SuspendUser.java#L68,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/SuspendUser.java#L70,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/UnSuspendUser.java#L68,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/admin/userManagement/UpgradePlayer.java#L77,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L87,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L91,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L94,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L97,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L100,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L102,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L129,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L130,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/FeedbackSubmit.java#L148,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/GetCheat.java#L74,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/GetModule.java#L104,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/GetModule.java#L133,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/ModuleServletTemplate.java#L85,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/ModuleServletTemplate.java#L94,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/ModuleServletTemplate.java#L160,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L84,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L87,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L123,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L124,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L133,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/SolutionSubmit.java#L154,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto3.java#L72,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto3.java#L77,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto4.java#L76,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto4.java#L78,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto4.java#L80,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto4.java#L82,[93]
https://github.com/mariia10/sast-suit2/blob/8bbad14751bc4d0d1ead14f7d57691c75599487f/src/main/java/servlets/module/challenge/BrokenCrypto4.java#L84,[93]
